codigo,localidad,url_xml
id47116,"Pesquera de Duero",http://www.aemet.es/xml/municipios/localidad_47116.xml
id18162,Polopos,http://www.aemet.es/xml/municipios/localidad_18162.xml
id06114,Risco,http://www.aemet.es/xml/municipios/localidad_06114.xml
id09321,Roa,http://www.aemet.es/xml/municipios/localidad_09321.xml
id40173,"Roda de Eresma",http://www.aemet.es/xml/municipios/localidad_40173.xml
id09307,"Redecilla del Camino",http://www.aemet.es/xml/municipios/localidad_09307.xml
id08190,Saldes,http://www.aemet.es/xml/municipios/localidad_08190.xml
id43092,"Mont-roig del Camp",http://www.aemet.es/xml/municipios/localidad_43092.xml
id46213,Requena,http://www.aemet.es/xml/municipios/localidad_46213.xml
id44033,"Báguena",http://www.aemet.es/xml/municipios/localidad_44033.xml
id19220,Pioz,http://www.aemet.es/xml/municipios/localidad_19220.xml
id09277,Puentedura,http://www.aemet.es/xml/municipios/localidad_09277.xml
id31083,Echarri,http://www.aemet.es/xml/municipios/localidad_31083.xml
id15074,Rois,http://www.aemet.es/xml/municipios/localidad_15074.xml
id42161,Salduero,http://www.aemet.es/xml/municipios/localidad_42161.xml
id09261,"Peñaranda de Duero",http://www.aemet.es/xml/municipios/localidad_09261.xml
id49127,"Morales del Vino",http://www.aemet.es/xml/municipios/localidad_49127.xml
id44061,"Cañada de Verich, La",http://www.aemet.es/xml/municipios/localidad_44061.xml
id33015,Caso,http://www.aemet.es/xml/municipios/localidad_33015.xml
id34131,"Población de Arroyo",http://www.aemet.es/xml/municipios/localidad_34131.xml
id09330,"Salas de los Infantes",http://www.aemet.es/xml/municipios/localidad_09330.xml
id49087,"Gallegos del Río",http://www.aemet.es/xml/municipios/localidad_49087.xml
id28104,"Paracuellos de Jarama",http://www.aemet.es/xml/municipios/localidad_28104.xml
id37276,Salmoral,http://www.aemet.es/xml/municipios/localidad_37276.xml
id43135,"Salomó",http://www.aemet.es/xml/municipios/localidad_43135.xml
id17155,Salt,http://www.aemet.es/xml/municipios/localidad_17155.xml
id41085,Salteras,http://www.aemet.es/xml/municipios/localidad_41085.xml
id32050,Monterrei,http://www.aemet.es/xml/municipios/localidad_32050.xml
id45134,"Portillo de Toledo",http://www.aemet.es/xml/municipios/localidad_45134.xml
id19247,"Salmerón",http://www.aemet.es/xml/municipios/localidad_19247.xml
id06116,"Salvaleón",http://www.aemet.es/xml/municipios/localidad_06116.xml
id32065,"Punxín",http://www.aemet.es/xml/municipios/localidad_32065.xml
id08171,"Prats de Lluçanès",http://www.aemet.es/xml/municipios/localidad_08171.xml
id08218,"Sant Joan de Vilatorrada",http://www.aemet.es/xml/municipios/localidad_08218.xml
id44093,"Cuevas de Almudén",http://www.aemet.es/xml/municipios/localidad_44093.xml
id46903,"San Antonio de Benagéber",http://www.aemet.es/xml/municipios/localidad_46903.xml
id17151,Riumors,http://www.aemet.es/xml/municipios/localidad_17151.xml
id16181,"Rozalén del Monte",http://www.aemet.es/xml/municipios/localidad_16181.xml
id27055,Samos,http://www.aemet.es/xml/municipios/localidad_27055.xml
id09315,Revillarruz,http://www.aemet.es/xml/municipios/localidad_09315.xml
id25191,"Sanaüja",http://www.aemet.es/xml/municipios/localidad_25191.xml
id40093,Gallegos,http://www.aemet.es/xml/municipios/localidad_40093.xml
id08191,Sallent,http://www.aemet.es/xml/municipios/localidad_08191.xml
id06117,"Salvatierra de los Barros",http://www.aemet.es/xml/municipios/localidad_06117.xml
id32074,"San Amaro",http://www.aemet.es/xml/municipios/localidad_32074.xml
id50062,"Burgo de Ebro, El",http://www.aemet.es/xml/municipios/localidad_50062.xml
id37277,"Salvatierra de Tormes",http://www.aemet.es/xml/municipios/localidad_37277.xml
id01052,Samaniego,http://www.aemet.es/xml/municipios/localidad_01052.xml
id50188,Nombrevilla,http://www.aemet.es/xml/municipios/localidad_50188.xml
id09316,"Revilla Vallejera",http://www.aemet.es/xml/municipios/localidad_09316.xml
id03039,Benimassot,http://www.aemet.es/xml/municipios/localidad_03039.xml
id48072,Otxandio,http://www.aemet.es/xml/municipios/localidad_48072.xml
id14037,"Iznájar",http://www.aemet.es/xml/municipios/localidad_14037.xml
id26129,"San Asensio",http://www.aemet.es/xml/municipios/localidad_26129.xml
id16185,Saceda-Trasierra,http://www.aemet.es/xml/municipios/localidad_16185.xml
id18158,"Pinos Puente",http://www.aemet.es/xml/municipios/localidad_18158.xml
id22201,"Salas Altas",http://www.aemet.es/xml/municipios/localidad_22201.xml
id36026,"Marín",http://www.aemet.es/xml/municipios/localidad_36026.xml
id16190,"San Clemente",http://www.aemet.es/xml/municipios/localidad_16190.xml
id39068,Ruiloba,http://www.aemet.es/xml/municipios/localidad_39068.xml
id31215,"San Adrián",http://www.aemet.es/xml/municipios/localidad_31215.xml
id09329,"Salas de Bureba",http://www.aemet.es/xml/municipios/localidad_09329.xml
id33059,Salas,http://www.aemet.es/xml/municipios/localidad_33059.xml
id34124,"Payo de Ojeda",http://www.aemet.es/xml/municipios/localidad_34124.xml
id37284,"San Esteban de la Sierra",http://www.aemet.es/xml/municipios/localidad_37284.xml
id39066,Ruente,http://www.aemet.es/xml/municipios/localidad_39066.xml
id24143,Sancedo,http://www.aemet.es/xml/municipios/localidad_24143.xml
id28122,Ribatejada,http://www.aemet.es/xml/municipios/localidad_28122.xml
id48909,Nabarniz,http://www.aemet.es/xml/municipios/localidad_48909.xml
id13074,"San Carlos del Valle",http://www.aemet.es/xml/municipios/localidad_13074.xml
id22203,Salillas,http://www.aemet.es/xml/municipios/localidad_22203.xml
id06118,"Sancti-Spíritus",http://www.aemet.es/xml/municipios/localidad_06118.xml
id09323,Rojas,http://www.aemet.es/xml/municipios/localidad_09323.xml
id17150,"Riudellots de la Selva",http://www.aemet.es/xml/municipios/localidad_17150.xml
id42162,"San Esteban de Gormaz",http://www.aemet.es/xml/municipios/localidad_42162.xml
id32077,"Sandiás",http://www.aemet.es/xml/municipios/localidad_32077.xml
id05198,"Salvadiós",http://www.aemet.es/xml/municipios/localidad_05198.xml
id25905,"Ribera d'Ondara",http://www.aemet.es/xml/municipios/localidad_25905.xml
id44116,Gargallo,http://www.aemet.es/xml/municipios/localidad_44116.xml
id09363,"Sasamón",http://www.aemet.es/xml/municipios/localidad_09363.xml
id37271,"Rollán",http://www.aemet.es/xml/municipios/localidad_37271.xml
id21060,"Punta Umbría",http://www.aemet.es/xml/municipios/localidad_21060.xml
id22206,"Sangarrén",http://www.aemet.es/xml/municipios/localidad_22206.xml
id50229,Ruesca,http://www.aemet.es/xml/municipios/localidad_50229.xml
id05207,"San Esteban del Valle",http://www.aemet.es/xml/municipios/localidad_05207.xml
id37270,"Robliza de Cojos",http://www.aemet.es/xml/municipios/localidad_37270.xml
id49122,Monfarracinos,http://www.aemet.es/xml/municipios/localidad_49122.xml
id40171,Ribota,http://www.aemet.es/xml/municipios/localidad_40171.xml
id08901,"Rupit i Pruit",http://www.aemet.es/xml/municipios/localidad_08901.xml
id19225,"Pozo de Guadalajara",http://www.aemet.es/xml/municipios/localidad_19225.xml
id08188,"Sagàs",http://www.aemet.es/xml/municipios/localidad_08188.xml
id50230,"Sádaba",http://www.aemet.es/xml/municipios/localidad_50230.xml
id39063,Rionansa,http://www.aemet.es/xml/municipios/localidad_39063.xml
id42164,"San Leonardo de Yagüe",http://www.aemet.es/xml/municipios/localidad_42164.xml
id22170,Panticosa,http://www.aemet.es/xml/municipios/localidad_22170.xml
id30035,"San Javier",http://www.aemet.es/xml/municipios/localidad_30035.xml
id08110,"Malgrat de Mar",http://www.aemet.es/xml/municipios/localidad_08110.xml
id24145,"San Emiliano",http://www.aemet.es/xml/municipios/localidad_24145.xml
id22199,"Sabiñánigo",http://www.aemet.es/xml/municipios/localidad_22199.xml
id27033,Muras,http://www.aemet.es/xml/municipios/localidad_27033.xml
id19178,Megina,http://www.aemet.es/xml/municipios/localidad_19178.xml
id40176,Samboal,http://www.aemet.es/xml/municipios/localidad_40176.xml
id49104,Mahide,http://www.aemet.es/xml/municipios/localidad_49104.xml
id37282,Sanchotello,http://www.aemet.es/xml/municipios/localidad_37282.xml
id09308,"Redecilla del Campo",http://www.aemet.es/xml/municipios/localidad_09308.xml
id47138,"Rubí de Bracamonte",http://www.aemet.es/xml/municipios/localidad_47138.xml
id45151,"San Martín de Montalbán",http://www.aemet.es/xml/municipios/localidad_45151.xml
id23015,"Bélmez de la Moraleda",http://www.aemet.es/xml/municipios/localidad_23015.xml
id40180,"Sangarcía",http://www.aemet.es/xml/municipios/localidad_40180.xml
id24197,"Vega de Infanzones",http://www.aemet.es/xml/municipios/localidad_24197.xml
id19237,"Rillo de Gallo",http://www.aemet.es/xml/municipios/localidad_19237.xml
id44035,Barrachina,http://www.aemet.es/xml/municipios/localidad_44035.xml
id24139,"Sahagún",http://www.aemet.es/xml/municipios/localidad_24139.xml
id27054,Riotorto,http://www.aemet.es/xml/municipios/localidad_27054.xml
id35019,"San Bartolomé de Tirajana",http://www.aemet.es/xml/municipios/localidad_35019.xml
id40135,"Muñopedro",http://www.aemet.es/xml/municipios/localidad_40135.xml
id47115,"Peñaflor de Hornija",http://www.aemet.es/xml/municipios/localidad_47115.xml
id45129,"Paredes de Escalona",http://www.aemet.es/xml/municipios/localidad_45129.xml
id37274,Salamanca,http://www.aemet.es/xml/municipios/localidad_37274.xml
id05178,"Palacios de Goda",http://www.aemet.es/xml/municipios/localidad_05178.xml
id13073,Saceruela,http://www.aemet.es/xml/municipios/localidad_13073.xml
id40125,"Matilla, La",http://www.aemet.es/xml/municipios/localidad_40125.xml
id26091,Lumbreras,http://www.aemet.es/xml/municipios/localidad_26091.xml
id43133,Roquetes,http://www.aemet.es/xml/municipios/localidad_43133.xml
id05213,"San Juan del Olmo",http://www.aemet.es/xml/municipios/localidad_05213.xml
id45011,"Almendral de la Cañada",http://www.aemet.es/xml/municipios/localidad_45011.xml
id32018,"Carballeda de Avia",http://www.aemet.es/xml/municipios/localidad_32018.xml
id21065,"Sanlúcar de Guadiana",http://www.aemet.es/xml/municipios/localidad_21065.xml
id50132,"Joyosa, La",http://www.aemet.es/xml/municipios/localidad_50132.xml
id47044,"Castronuevo de Esgueva",http://www.aemet.es/xml/municipios/localidad_47044.xml
id47142,"San Cebrián de Mazote",http://www.aemet.es/xml/municipios/localidad_47142.xml
id09340,"San Millán de Lara",http://www.aemet.es/xml/municipios/localidad_09340.xml
id46051,Benaguasil,http://www.aemet.es/xml/municipios/localidad_46051.xml
id37036,"San Miguel del Robledo",http://www.aemet.es/xml/municipios/localidad_37036.xml
id05220,"San Pedro del Arroyo",http://www.aemet.es/xml/municipios/localidad_05220.xml
id05214,"San Lorenzo de Tormes",http://www.aemet.es/xml/municipios/localidad_05214.xml
id46198,Potries,http://www.aemet.es/xml/municipios/localidad_46198.xml
id09332,"Saldaña de Burgos",http://www.aemet.es/xml/municipios/localidad_09332.xml
id24148,"San Justo de la Vega",http://www.aemet.es/xml/municipios/localidad_24148.xml
id28068,Guadarrama,http://www.aemet.es/xml/municipios/localidad_28068.xml
id47014,"Barruelo del Valle",http://www.aemet.es/xml/municipios/localidad_47014.xml
id26098,Munilla,http://www.aemet.es/xml/municipios/localidad_26098.xml
id49192,"San Miguel del Valle",http://www.aemet.es/xml/municipios/localidad_49192.xml
id31217,"San Martín de Unx",http://www.aemet.es/xml/municipios/localidad_31217.xml
id49180,"Roelos de Sayago",http://www.aemet.es/xml/municipios/localidad_49180.xml
id27038,Ourol,http://www.aemet.es/xml/municipios/localidad_27038.xml
id45088,"Magán",http://www.aemet.es/xml/municipios/localidad_45088.xml
id50211,"Plasencia de Jalón",http://www.aemet.es/xml/municipios/localidad_50211.xml
id05156,Navahondilla,http://www.aemet.es/xml/municipios/localidad_05156.xml
id45063,"Espinoso del Rey",http://www.aemet.es/xml/municipios/localidad_45063.xml
id46208,Rafelcofer,http://www.aemet.es/xml/municipios/localidad_46208.xml
id07039,Muro,http://www.aemet.es/xml/municipios/localidad_07039.xml
id27052,"Ribas de Sil",http://www.aemet.es/xml/municipios/localidad_27052.xml
id28110,"Perales de Tajuña",http://www.aemet.es/xml/municipios/localidad_28110.xml
id45152,"San Martín de Pusa",http://www.aemet.es/xml/municipios/localidad_45152.xml
id47151,"San Salvador",http://www.aemet.es/xml/municipios/localidad_47151.xml
id28083,Meco,http://www.aemet.es/xml/municipios/localidad_28083.xml
id06066,"Higuera de Vargas",http://www.aemet.es/xml/municipios/localidad_06066.xml
id40179,"Sanchonuño",http://www.aemet.es/xml/municipios/localidad_40179.xml
id49183,Salce,http://www.aemet.es/xml/municipios/localidad_49183.xml
id47146,"San Miguel del Pino",http://www.aemet.es/xml/municipios/localidad_47146.xml
id09343,"Santa Cecilia",http://www.aemet.es/xml/municipios/localidad_09343.xml
id42163,"San Felices",http://www.aemet.es/xml/municipios/localidad_42163.xml
id46190,Paterna,http://www.aemet.es/xml/municipios/localidad_46190.xml
id49167,"Pueblica de Valverde",http://www.aemet.es/xml/municipios/localidad_49167.xml
id15055,Neda,http://www.aemet.es/xml/municipios/localidad_15055.xml
id31219,Sansol,http://www.aemet.es/xml/municipios/localidad_31219.xml
id23075,Sabiote,http://www.aemet.es/xml/municipios/localidad_23075.xml
id42009,Aldealafuente,http://www.aemet.es/xml/municipios/localidad_42009.xml
id21068,"Santa Bárbara de Casa",http://www.aemet.es/xml/municipios/localidad_21068.xml
id47148,"San Pedro de Latarce",http://www.aemet.es/xml/municipios/localidad_47148.xml
id28111,"Pezuela de las Torres",http://www.aemet.es/xml/municipios/localidad_28111.xml
id38036,"San Sebastián de la Gomera",http://www.aemet.es/xml/municipios/localidad_38036.xml
id15076,"San Sadurniño",http://www.aemet.es/xml/municipios/localidad_15076.xml
id17119,"Palau de Santa Eulàlia",http://www.aemet.es/xml/municipios/localidad_17119.xml
id10164,"San Martín de Trevejo",http://www.aemet.es/xml/municipios/localidad_10164.xml
id10165,"Santa Ana",http://www.aemet.es/xml/municipios/localidad_10165.xml
id37209,"Mozárbez",http://www.aemet.es/xml/municipios/localidad_37209.xml
id17216,Viladasens,http://www.aemet.es/xml/municipios/localidad_17216.xml
id31212,Sada,http://www.aemet.es/xml/municipios/localidad_31212.xml
id47134,"Roales de Campos",http://www.aemet.es/xml/municipios/localidad_47134.xml
id37242,Pelayos,http://www.aemet.es/xml/municipios/localidad_37242.xml
id28132,"San Martín de la Vega",http://www.aemet.es/xml/municipios/localidad_28132.xml
id27029,Meira,http://www.aemet.es/xml/municipios/localidad_27029.xml
id43138,"Santa Bàrbara",http://www.aemet.es/xml/municipios/localidad_43138.xml
id49199,"Santa Colomba de las Monjas",http://www.aemet.es/xml/municipios/localidad_49199.xml
id29064,Jubrique,http://www.aemet.es/xml/municipios/localidad_29064.xml
id13069,"Puebla del Príncipe",http://www.aemet.es/xml/municipios/localidad_13069.xml
id25097,Fulleda,http://www.aemet.es/xml/municipios/localidad_25097.xml
id18174,"Santa Cruz del Comercio",http://www.aemet.es/xml/municipios/localidad_18174.xml
id31195,Orbaizeta,http://www.aemet.es/xml/municipios/localidad_31195.xml
id41902,"Isla Mayor",http://www.aemet.es/xml/municipios/localidad_41902.xml
id27040,"Palas de Rei",http://www.aemet.es/xml/municipios/localidad_27040.xml
id46113,"Daimús",http://www.aemet.es/xml/municipios/localidad_46113.xml
id45157,"Santa Cruz del Retamar",http://www.aemet.es/xml/municipios/localidad_45157.xml
id22209,"Santa Cruz de la Serós",http://www.aemet.es/xml/municipios/localidad_22209.xml
id41050,Herrera,http://www.aemet.es/xml/municipios/localidad_41050.xml
id34902,"Valle del Retortillo",http://www.aemet.es/xml/municipios/localidad_34902.xml
id32085,"Verín",http://www.aemet.es/xml/municipios/localidad_32085.xml
id13076,"Santa Cruz de los Cáñamos",http://www.aemet.es/xml/municipios/localidad_13076.xml
id13077,"Santa Cruz de Mudela",http://www.aemet.es/xml/municipios/localidad_13077.xml
id18049,"Cogollos de Guadix",http://www.aemet.es/xml/municipios/localidad_18049.xml
id50236,"Santa Cruz de Grío",http://www.aemet.es/xml/municipios/localidad_50236.xml
id08194,"Sant Adrià de Besòs",http://www.aemet.es/xml/municipios/localidad_08194.xml
id26126,"Robres del Castillo",http://www.aemet.es/xml/municipios/localidad_26126.xml
id24154,"Santa Elena de Jamuz",http://www.aemet.es/xml/municipios/localidad_24154.xml
id27056,"Rábade",http://www.aemet.es/xml/municipios/localidad_27056.xml
id14060,Santaella,http://www.aemet.es/xml/municipios/localidad_14060.xml
id11031,"San Fernando",http://www.aemet.es/xml/municipios/localidad_11031.xml
id47145,"San Miguel del Arroyo",http://www.aemet.es/xml/municipios/localidad_47145.xml
id46206,Quesa,http://www.aemet.es/xml/municipios/localidad_46206.xml
id07055,"Santa Margalida",http://www.aemet.es/xml/municipios/localidad_07055.xml
id28013,Aranjuez,http://www.aemet.es/xml/municipios/localidad_28013.xml
id42014,"Aldehuelas, Las",http://www.aemet.es/xml/municipios/localidad_42014.xml
id34218,"Villaluenga de la Vega",http://www.aemet.es/xml/municipios/localidad_34218.xml
id26135,"Santa Engracia del Jubera",http://www.aemet.es/xml/municipios/localidad_26135.xml
id47152,"Santa Eufemia del Arroyo",http://www.aemet.es/xml/municipios/localidad_47152.xml
id08253,"Santa Maria de Besora",http://www.aemet.es/xml/municipios/localidad_08253.xml
id22906,"Santa María de Dulcis",http://www.aemet.es/xml/municipios/localidad_22906.xml
id49226,"Vadillo de la Guareña",http://www.aemet.es/xml/municipios/localidad_49226.xml
id16273,"Villaverde y Pasaconsol",http://www.aemet.es/xml/municipios/localidad_16273.xml
id17191,"Serra de Daró",http://www.aemet.es/xml/municipios/localidad_17191.xml
id49173,"Rábano de Aliste",http://www.aemet.es/xml/municipios/localidad_49173.xml
id29901,Torremolinos,http://www.aemet.es/xml/municipios/localidad_29901.xml
id09348,"Santa Inés",http://www.aemet.es/xml/municipios/localidad_09348.xml
id08195,"Sant Agustí de Lluçanès",http://www.aemet.es/xml/municipios/localidad_08195.xml
id40055,"Cilleruelo de San Mamés",http://www.aemet.es/xml/municipios/localidad_40055.xml
id08249,"Santa Fe del Penedès",http://www.aemet.es/xml/municipios/localidad_08249.xml
id34240,"Villerías de Campos",http://www.aemet.es/xml/municipios/localidad_34240.xml
id28179,"Villar del Olmo",http://www.aemet.es/xml/municipios/localidad_28179.xml
id48053,Laukiz,http://www.aemet.es/xml/municipios/localidad_48053.xml
id40200,"Tabanera la Luenga",http://www.aemet.es/xml/municipios/localidad_40200.xml
id20063,Oiartzun,http://www.aemet.es/xml/municipios/localidad_20063.xml
id44222,"Torrecilla del Rebollar",http://www.aemet.es/xml/municipios/localidad_44222.xml
id49178,Roales,http://www.aemet.es/xml/municipios/localidad_49178.xml
id47150,"San Román de Hornija",http://www.aemet.es/xml/municipios/localidad_47150.xml
id02071,"San Pedro",http://www.aemet.es/xml/municipios/localidad_02071.xml
id21061,"Rociana del Condado",http://www.aemet.es/xml/municipios/localidad_21061.xml
id47147,"San Pablo de la Moraleja",http://www.aemet.es/xml/municipios/localidad_47147.xml
id47191,Velliza,http://www.aemet.es/xml/municipios/localidad_47191.xml
id35022,"Santa Lucía de Tirajana",http://www.aemet.es/xml/municipios/localidad_35022.xml
id28135,"Santa María de la Alameda",http://www.aemet.es/xml/municipios/localidad_28135.xml
id21076,"Villanueva de los Castillejos",http://www.aemet.es/xml/municipios/localidad_21076.xml
id03120,"San Miguel de Salinas",http://www.aemet.es/xml/municipios/localidad_03120.xml
id24157,"Santa María del Páramo",http://www.aemet.es/xml/municipios/localidad_24157.xml
id49185,"San Agustín del Pozo",http://www.aemet.es/xml/municipios/localidad_49185.xml
id08026,"Brull, El",http://www.aemet.es/xml/municipios/localidad_08026.xml
id41063,"Molares, Los",http://www.aemet.es/xml/municipios/localidad_41063.xml
id07056,"Santa María del Camí",http://www.aemet.es/xml/municipios/localidad_07056.xml
id31117,Goizueta,http://www.aemet.es/xml/municipios/localidad_31117.xml
id48078,Portugalete,http://www.aemet.es/xml/municipios/localidad_48078.xml
id44209,"Santa Eulalia",http://www.aemet.es/xml/municipios/localidad_44209.xml
id07057,"Santanyí",http://www.aemet.es/xml/municipios/localidad_07057.xml
id10162,Salorino,http://www.aemet.es/xml/municipios/localidad_10162.xml
id28166,"Valverde de Alcalá",http://www.aemet.es/xml/municipios/localidad_28166.xml
id05199,"San Bartolomé de Béjar",http://www.aemet.es/xml/municipios/localidad_05199.xml
id31120,"Guesálaz/Gesalatz",http://www.aemet.es/xml/municipios/localidad_31120.xml
id49114,"Matilla la Seca",http://www.aemet.es/xml/municipios/localidad_49114.xml
id50198,Oseja,http://www.aemet.es/xml/municipios/localidad_50198.xml
id49126,"Moraleja de Sayago",http://www.aemet.es/xml/municipios/localidad_49126.xml
id07064,"Castell, Es",http://www.aemet.es/xml/municipios/localidad_07064.xml
id47149,"San Pelayo",http://www.aemet.es/xml/municipios/localidad_47149.xml
id08201,"Sant Boi de Lluçanès",http://www.aemet.es/xml/municipios/localidad_08201.xml
id07046,"Sant Antoni de Portmany",http://www.aemet.es/xml/municipios/localidad_07046.xml
id39075,Santander,http://www.aemet.es/xml/municipios/localidad_39075.xml
id05179,Papatrigo,http://www.aemet.es/xml/municipios/localidad_05179.xml
id50140,Litago,http://www.aemet.es/xml/municipios/localidad_50140.xml
id29055,"Fuente de Piedra",http://www.aemet.es/xml/municipios/localidad_29055.xml
id04043,Felix,http://www.aemet.es/xml/municipios/localidad_04043.xml
id20058,Olaberria,http://www.aemet.es/xml/municipios/localidad_20058.xml
id08244,"Santa Coloma de Cervelló",http://www.aemet.es/xml/municipios/localidad_08244.xml
id09265,"Piérnigas",http://www.aemet.es/xml/municipios/localidad_09265.xml
id03118,"San Fulgencio",http://www.aemet.es/xml/municipios/localidad_03118.xml
id04057,"Láujar de Andarax",http://www.aemet.es/xml/municipios/localidad_04057.xml
id06098,Palomas,http://www.aemet.es/xml/municipios/localidad_06098.xml
id02051,"Montealegre del Castillo",http://www.aemet.es/xml/municipios/localidad_02051.xml
id50237,"Santa Cruz de Moncayo",http://www.aemet.es/xml/municipios/localidad_50237.xml
id08202,"Sant Celoni",http://www.aemet.es/xml/municipios/localidad_08202.xml
id16159,Pinarejo,http://www.aemet.es/xml/municipios/localidad_16159.xml
id22184,"Poleñino",http://www.aemet.es/xml/municipios/localidad_22184.xml
id32037,"Xunqueira de Espadanedo",http://www.aemet.es/xml/municipios/localidad_32037.xml
id08038,"Callús",http://www.aemet.es/xml/municipios/localidad_08038.xml
id08255,"Santa Maria de Merlès",http://www.aemet.es/xml/municipios/localidad_08255.xml
id03032,Benifallim,http://www.aemet.es/xml/municipios/localidad_03032.xml
id22157,Montanuy,http://www.aemet.es/xml/municipios/localidad_22157.xml
id17184,"Santa Pau",http://www.aemet.es/xml/municipios/localidad_17184.xml
id02059,"Peñascosa",http://www.aemet.es/xml/municipios/localidad_02059.xml
id02063,Pozohondo,http://www.aemet.es/xml/municipios/localidad_02063.xml
id10190,"Torrejón el Rubio",http://www.aemet.es/xml/municipios/localidad_10190.xml
id06121,"Santa Marta",http://www.aemet.es/xml/municipios/localidad_06121.xml
id17163,"Sant Gregori",http://www.aemet.es/xml/municipios/localidad_17163.xml
id17159,"Sant Feliu de Buixalleu",http://www.aemet.es/xml/municipios/localidad_17159.xml
id43008,"Alfara de Carles",http://www.aemet.es/xml/municipios/localidad_43008.xml
id16140,"Olmeda de la Cuesta",http://www.aemet.es/xml/municipios/localidad_16140.xml
id45117,Nombela,http://www.aemet.es/xml/municipios/localidad_45117.xml
id24152,"Santa Colomba de Somoza",http://www.aemet.es/xml/municipios/localidad_24152.xml
id27901,Baralla,http://www.aemet.es/xml/municipios/localidad_27901.xml
id08215,"Sant Hipòlit de Voltregà",http://www.aemet.es/xml/municipios/localidad_08215.xml
id39069,"San Felices de Buelna",http://www.aemet.es/xml/municipios/localidad_39069.xml
id08206,"Sant Cugat Sesgarrigues",http://www.aemet.es/xml/municipios/localidad_08206.xml
id49032,"Calzadilla de Tera",http://www.aemet.es/xml/municipios/localidad_49032.xml
id08203,"Sant Cebrià de Vallalta",http://www.aemet.es/xml/municipios/localidad_08203.xml
id26132,"San Román de Cameros",http://www.aemet.es/xml/municipios/localidad_26132.xml
id40035,"Cabañas de Polendos",http://www.aemet.es/xml/municipios/localidad_40035.xml
id09351,"Santa María del Invierno",http://www.aemet.es/xml/municipios/localidad_09351.xml
id41089,Santiponce,http://www.aemet.es/xml/municipios/localidad_41089.xml
id30018,"Ceutí",http://www.aemet.es/xml/municipios/localidad_30018.xml
id01047,"Ribera Baja/Erribera Beitia",http://www.aemet.es/xml/municipios/localidad_01047.xml
id08216,"Sant Jaume de Frontanyà",http://www.aemet.es/xml/municipios/localidad_08216.xml
id34161,"San Cristóbal de Boedo",http://www.aemet.es/xml/municipios/localidad_34161.xml
id23904,Santiago-Pontones,http://www.aemet.es/xml/municipios/localidad_23904.xml
id08250,"Santa Margarida de Montbui",http://www.aemet.es/xml/municipios/localidad_08250.xml
id39094,Valderredible,http://www.aemet.es/xml/municipios/localidad_39094.xml
id49023,"Bermillo de Sayago",http://www.aemet.es/xml/municipios/localidad_49023.xml
id10172,"Santibáñez el Bajo",http://www.aemet.es/xml/municipios/localidad_10172.xml
id16157,"Pesquera, La",http://www.aemet.es/xml/municipios/localidad_16157.xml
id48016,Berango,http://www.aemet.es/xml/municipios/localidad_48016.xml
id19250,Santiuste,http://www.aemet.es/xml/municipios/localidad_19250.xml
id02070,Salobre,http://www.aemet.es/xml/municipios/localidad_02070.xml
id49103,Madridanos,http://www.aemet.es/xml/municipios/localidad_49103.xml
id16177,"Reíllo",http://www.aemet.es/xml/municipios/localidad_16177.xml
id47154,"Santibáñez de Valcorba",http://www.aemet.es/xml/municipios/localidad_47154.xml
id08211,"Sant Feliu de Llobregat",http://www.aemet.es/xml/municipios/localidad_08211.xml
id17034,Calonge,http://www.aemet.es/xml/municipios/localidad_17034.xml
id43136,"Sant Carles de la Ràpita",http://www.aemet.es/xml/municipios/localidad_43136.xml
id08184,"Rubí",http://www.aemet.es/xml/municipios/localidad_08184.xml
id03119,"Sant Joan d'Alacant",http://www.aemet.es/xml/municipios/localidad_03119.xml
id50129,Jaraba,http://www.aemet.es/xml/municipios/localidad_50129.xml
id17185,"Sant Joan les Fonts",http://www.aemet.es/xml/municipios/localidad_17185.xml
id35018,"San Bartolomé",http://www.aemet.es/xml/municipios/localidad_35018.xml
id50195,Orcajo,http://www.aemet.es/xml/municipios/localidad_50195.xml
id08104,"Llacuna, La",http://www.aemet.es/xml/municipios/localidad_08104.xml
id03079,Ibi,http://www.aemet.es/xml/municipios/localidad_03079.xml
id24160,"Santas Martas",http://www.aemet.es/xml/municipios/localidad_24160.xml
id37057,"Bóveda del Río Almar",http://www.aemet.es/xml/municipios/localidad_37057.xml
id49147,Peleagonzalo,http://www.aemet.es/xml/municipios/localidad_49147.xml
id44206,"San Agustín",http://www.aemet.es/xml/municipios/localidad_44206.xml
id16194,"Santa Cruz de Moya",http://www.aemet.es/xml/municipios/localidad_16194.xml
id02058,"Paterna del Madera",http://www.aemet.es/xml/municipios/localidad_02058.xml
id12902,"Sant Joan de Moró",http://www.aemet.es/xml/municipios/localidad_12902.xml
id41096,"Valencina de la Concepción",http://www.aemet.es/xml/municipios/localidad_41096.xml
id42084,"Fresno de Caracena",http://www.aemet.es/xml/municipios/localidad_42084.xml
id17171,"Sant Llorenç de la Muga",http://www.aemet.es/xml/municipios/localidad_17171.xml
id28123,Rivas-Vaciamadrid,http://www.aemet.es/xml/municipios/localidad_28123.xml
id17174,"Sant Miquel de Campmajor",http://www.aemet.es/xml/municipios/localidad_17174.xml
id37157,"Herguijuela de Ciudad Rodrigo",http://www.aemet.es/xml/municipios/localidad_37157.xml
